acc,f1_macro,precision_macro,recall_macro,auc,f1_c0,recall_c0,f1_c1,recall_c1,f1_c2,recall_c2,recall_ictal,cm,model,repeat,fold,axis,variant,params,sec
0.96,0.9467028003613369,0.9682539682539683,0.9333333333333332,0.998611111111111,0.975609756097561,1.0,0.975609756097561,1.0,0.8888888888888888,0.8,0.8,"[[40, 0, 0], [0, 40, 0], [2, 2, 16]]",late,0,2,stft,fine,98571.0,174.54259230000025
0.99,0.9873377651155429,0.991869918699187,0.9833333333333334,0.9974305555555555,1.0,1.0,0.9876543209876543,1.0,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [0, 40, 0], [0, 1, 19]]",gated,0,2,stft,fine,98698.0,122.32885119999992
0.97,0.9661885382970924,0.9767441860465116,0.9583333333333334,0.9950000000000001,0.9873417721518988,0.975,0.963855421686747,1.0,0.9473684210526315,0.9,0.9,"[[39, 1, 0], [0, 40, 0], [0, 2, 18]]",attention,0,2,stft,fine,98544.0,112.7445458000002
0.97,0.9659927257167308,0.9757936507936508,0.9583333333333334,0.9948611111111111,0.975,0.975,0.975609756097561,1.0,0.9473684210526315,0.9,0.9,"[[39, 1, 0], [0, 40, 0], [1, 1, 18]]",score,0,2,stft,fine,,0.0
0.6,0.65,0.65,0.65,0.7361111111111112,0.55,0.55,0.5,0.5,0.9,0.9,0.9,"[[22, 18, 0], [18, 20, 2], [0, 2, 18]]",logvar,0,2,stft,fine,3.0,0.0
0.95,0.9502659990611798,0.9523255813953488,0.9499999999999998,0.9948611111111111,0.961038961038961,0.925,0.9397590361445783,0.975,0.95,0.95,0.95,"[[37, 3, 0], [0, 39, 1], [0, 1, 19]]",shallow,0,2,stft,fine,21.0,0.0
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9944444444444445,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",raw1d,0,3,stft,fine,27075.0,59.13277080000262
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9998611111111111,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",spec2d,0,3,stft,fine,32227.0,47.799583800006076
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9966666666666667,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",raw1d_wide,0,3,stft,fine,99795.0,222.19815290000406
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9990277777777777,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",spec2d_wide,0,3,stft,fine,97775.0,95.51264349999838
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9991666666666665,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",late,0,3,stft,fine,98571.0,90.83733930000744
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9988888888888888,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",gated,0,3,stft,fine,98698.0,95.2247583999997
0.99,0.991665364379851,0.991869918699187,0.9916666666666667,0.9983333333333334,0.9876543209876543,1.0,0.9873417721518988,0.975,1.0,1.0,1.0,"[[40, 0, 0], [1, 39, 0], [0, 0, 20]]",attention,0,3,stft,fine,98544.0,89.26284310000483
0.98,0.9790044317822096,0.9835365853658536,0.975,0.9998611111111111,0.9876543209876543,1.0,0.975,0.975,0.9743589743589743,0.95,0.95,"[[40, 0, 0], [1, 39, 0], [0, 1, 19]]",score,0,3,stft,fine,,0.0
0.61,0.6578141448942483,0.6446427870075802,0.6749999999999999,0.7265277777777778,0.5432098765432098,0.55,0.5,0.475,0.9302325581395349,1.0,1.0,"[[22, 17, 1], [19, 19, 2], [0, 0, 20]]",logvar,0,3,stft,fine,3.0,0.0
